групи споживачів;Адміністративний район;місто / селище / підприємство;вулиця;номер буд
4.1;Тернопіль;Тернопіль;Микулинецька;14
4.1;Тернопіль;Тернопіль;Микулинецька;15
4.1;Тернопіль;Тернопіль;Микулинецька;16
4.1;Тернопіль;Тернопіль;Микулинецька;17
4.1;Тернопіль;Тернопіль;Микулинецька;18
4.1;Тернопіль;Тернопіль;Микулинецька;19
4.1;Тернопіль;Тернопіль;Микулинецька;20
4.1;Тернопіль;Тернопіль;Микулинецька;21
4.1;Тернопіль;Тернопіль;Микулинецька;22
4.1;Тернопіль;Тернопіль;Микулинецька;23
4.1;Тернопіль;Тернопіль;Микулинецька;24
4.1;Тернопіль;Тернопіль;Микулинецька;25
4.1;Тернопіль;Тернопіль;Микулинецька;26
4.1;Тернопіль;Тернопіль;Микулинецька;27
4.1;Тернопіль;Тернопіль;Микулинецька;28
4.1;Тернопіль;Тернопіль;Микулинецька;29
4.1;Тернопіль;Тернопіль;Микулинецька;30
4.1;Тернопіль;Тернопіль;Микулинецька;31
4.1;Тернопіль;Тернопіль;Микулинецька;32
4.1;Тернопіль;Тернопіль;Микулинецька;33
4.1;Тернопіль;Тернопіль;Микулинецька;34
4.1;Тернопіль;Тернопіль;Микулинецька;35
4.1;Тернопіль;Тернопіль;Микулинецька;36
4.1;Тернопіль;Тернопіль;Микулинецька;37
4.1;Тернопіль;Тернопіль;Микулинецька;38
4.1;Тернопіль;Тернопіль;Микулинецька;39
4.1;Тернопіль;Тернопіль;Микулинецька;40
4.1;Тернопіль;Тернопіль;Руська;20
4.1;Тернопіль;Тернопіль;Руська;23
4.1;Тернопіль;Тернопіль;Руська;24
4.1;Тернопіль;Тернопіль;Руська;25
4.1;Тернопіль;Тернопіль;Руська;26
4.1;Тернопіль;Тернопіль;Руська;27
4.1;Тернопіль;Тернопіль;Руська;28
4.1;Тернопіль;Тернопіль;Руська;30
4.1;Тернопіль;Тернопіль;Руська;31
4.1;Тернопіль;Тернопіль;Руська;36
4.1;Тернопіль;Тернопіль;Руська;37
4.1;Тернопіль;Тернопіль;Руська;39
4.1;Тернопіль;Тернопіль;Руська;40
4.1;Тернопіль;Тернопіль;Руська;42
4.1;Тернопіль;Тернопіль;Руська;46
4.1;Тернопіль;Тернопіль;Руська;48
4.1;Тернопіль;Тернопіль;Руська;50
4.1;Тернопіль;Тернопіль;Руська;52
4.1;Тернопіль;Тернопіль;Руська;54
4.1;Тернопіль;Тернопіль;Руська;56
4.1;Тернопіль;Тернопіль;Руська;60
4.1;Тернопіль;Тернопіль;Шевченка;14
4.1;Тернопіль;Тернопіль;Шевченка;16
4.1;Тернопіль;Тернопіль;Шевченка;27А
4.1;Тернопіль;Тернопіль;Шевченка;33
4.1;Тернопіль;Тернопіль;Шевченка;35
4.1;Тернопіль;Тернопіль;Шевченка;39
4.1;Тернопіль;Тернопіль;Шевченка;43
4.1;Тернопіль;Тернопіль;Шевченка;45
4.1;Тернопіль;Тернопіль;Острозького;7
4.1;Тернопіль;Тернопіль;Острозького;9
4.1;Тернопіль;Тернопіль;Острозького;13
4.1;Тернопіль;Тернопіль;Острозького;14
4.1;Тернопіль;Тернопіль;Острозького;15
4.1;Тернопіль;Тернопіль;Острозького;16
4.1;Тернопіль;Тернопіль;Острозького;17
4.1;Тернопіль;Тернопіль;Острозького;21
4.1;Тернопіль;Тернопіль;Острозького;22
4.1;Тернопіль;Тернопіль;Острозького;23
4.1;Тернопіль;Тернопіль;Острозького;25
4.1;Тернопіль;Тернопіль;Острозького;29
4.1;Тернопіль;Тернопіль;Острозького;35
4.1;Тернопіль;Тернопіль;Острозького;45
4.1;Тернопіль;Тернопіль;Острозького;51
4.1;Тернопіль;Тернопіль;Острозького;53
4.1;Тернопіль;Тернопіль;Шептицького;1
4.1;Тернопіль;Тернопіль;Шептицького;1Б
4.1;Тернопіль;Тернопіль;Шептицького;3А
4.1;Тернопіль;Тернопіль;Шептицького;6
4.1;Тернопіль;Тернопіль;Шептицького;23
4.1;Тернопіль;Тернопіль;Шептицького;24
4.1;Тернопіль;Тернопіль;Шептицького;25
4.1;Тернопіль;Тернопіль;Шептицького;26
4.1;Тернопіль;Тернопіль;Шептицького;27
4.1;Тернопіль;Тернопіль;Шептицького;28
4.1;Тернопіль;Тернопіль;Шептицького;29
4.1;Тернопіль;Тернопіль;Шептицького;30
4.1;Тернопіль;Тернопіль;Шептицького;31
4.1;Тернопіль;Тернопіль;Шептицького;32
4.1;Тернопіль;Тернопіль;Шептицького;33
4.1;Тернопіль;Тернопіль;Шептицького;34
4.1;Тернопіль;Тернопіль;Шептицького;35
4.1;Тернопіль;Тернопіль;Шептицького;36
4.1;Тернопіль;Тернопіль;Шептицького;37
4.1;Тернопіль;Тернопіль;Шептицького;38
4.1;Тернопіль;Тернопіль;Шептицького;38А
4.1;Тернопіль;Тернопіль;Поліська;6А
4.1;Тернопіль;Тернопіль;Валова;7
4.1;Тернопіль;Тернопіль;Валова;9
4.1;Тернопіль;Тернопіль;Валова;11
4.1;Тернопіль;Тернопіль;Сагайдачного;3
4.1;Тернопіль;Тернопіль;Сагайдачного;5
4.1;Тернопіль;Тернопіль;Сагайдачного;7
4.1;Тернопіль;Тернопіль;Слівенська;3
4.1;Тернопіль;Тернопіль;Савури;1
4.1;Тернопіль;Тернопіль;Савури;3
4.1;Тернопіль;Тернопіль;Савури;5
4.1;Тернопіль;Тернопіль;Савури;7
4.1;Тернопіль;Тернопіль;Савури;9
4.1;Тернопіль;Тернопіль;Савури;11
4.1;Тернопіль;Тернопіль;Доли;9
4.1;Тернопіль;Тернопіль;Липова;всі
4.1;Тернопіль;Тернопіль;Овочева;всі
4.1;Тернопіль;Тернопіль;Героїв Чорнобиля;всі
4.1;Тернопіль;Тернопіль;Ю. Іллєнка;всі
4.1;Тернопіль;Тернопіль;Пелиха;всі
4.1;Тернопіль;Тернопіль;Липницького;всі
4.1;Тернопіль;Тернопіль;Довбуша;всі
4.1;Тернопіль;Тернопіль;Богуна;всі
4.1;Тернопіль;Тернопіль;Піскова;всі
4.1;Тернопіль;Тернопіль;Дорошенка;всі
4.1;Тернопіль;Тернопіль;Стефаника;всі
4.1;Тернопіль;Тернопіль;Чайковського;всі
4.1;Тернопіль;Тернопіль;Мєшковського;всі
4.1;Тернопіль;Тернопіль;Малишка;всі
4.1;Тернопіль;Тернопіль;Глибока;всі
4.1;Тернопіль;Тернопіль;Глиняна;всі
4.1;Тернопіль;Тернопіль;Сонячна;всі
4.1;Тернопіль;Тернопіль;Новосонячна;всі
4.1;Тернопіль;Тернопіль;Дівоча;всі
4.1;Тернопіль;Тернопіль;пров. Дівочий;всі
4.1;Тернопіль;Тернопіль;Деповська;всі
4.1;Тернопіль;Тернопіль;Дністрянського;всі
4.1;Тернопіль;Тернопіль;Підкови;всі
4.1;Тернопіль;Тернопіль;Нова;всі
4.1;Тернопіль;Тернопіль;Шагайди;всі
4.1;Тернопіль;Тернопіль;Пулюя;всі
4.1;Тернопіль;Тернопіль;Польова;всі
4.1;Тернопіль;Тернопіль;Татарська;всі
4.1;Тернопіль;Тернопіль;Шопена;всі
4.1;Тернопіль;Тернопіль;Замонастирського;всі
4.1;Тернопіль;Тернопіль;пров. Замонастириський;всі
